A.C.E. Sansur B;5 - 1;"Futsal Dante ""B""";ALBERT GONZALEZ GARCIA- JOAN GIBERT REY;05/11/2017;09:00;Poliesportiu La Bordeta;Jornada 7;1a Territorial B;03. 1a Territorial 2017-2018
C.E.S. Sabadell;2 - 1;"Padre Damián Sagrados Corazones ""C""";YOUSSEF BOURROUHOU;05/11/2017;09:00;Complex Esportiu Municipal Sant Oleguer- Camí Can Quadres- Sabadell- Espanya;Jornada 7;2a. Territorial A;04. 2ª Territorial 2017-2018
"Olimpic Argentona Aleví ""B""";4 - 3;C.E. Maristes De Rubí Aleví A;RICARD MARQUEZ SIMONI;05/11/2017;10:00;Pavelló Municipal d' Argentona;Jornada 4;"Aleví ""A""";10. Aleví
F.S. Caldes De Malavella;2 - 1;Club Futbol Sala Guíxols;KEVIN ORTIZ MONGE- MIGUEL ANGEL MONGE PEREZ;05/11/2017;10:00;Polivalent Caldes de Malavella;Jornada 5;1ª Territorial C;03. 1a Territorial 2017-2018
C.E. Maristes De Rubí Aleví B;4 - 4;F.S. Llinars Aleví;ISMAEL BENKHAJOU BAKKALI;05/11/2017;10:30;Pavello Maristes de Rubi- magallanes 65 Rubi;Jornada 4;"Aleví ""A""";10. Aleví
F.S. Esclop Benjamí;2 - 7;C.F.S. La Garriga Benjamí;DAVID GUILLÉN CUELLAR;05/11/2017;10:30;Col·legi Públic Gaudí- Carrer d'Ordesa- Sabadell- Espanya;Jornada 4;"Benjami ""A""";11. Benjamí
Olímpic Argentona Infantil;3 - 4;C.F.S. Alcalà Prat - Bar La Terraza Infantil;RICARD MARQUEZ SIMONI;05/11/2017;11:00;Pavelló Municipal d' Argentona;Jornada 4;"Infantil ""B""";09. Infantil
"Olimpic Argentona Aleví ""A""";7 - 4;A.E. Sallent Aleví;JORDI GAITX PLA;05/11/2017;11:00;Pavelló Municipal d' Argentona;Jornada 4;"Aleví ""A""";10. Aleví
"Montsant Sala 5 ""A""";4 - 0;E.F.S. Alta Segarra;DAVID VALIENTE MARTIN- FRAN TIRADO BARRERA- MARC TALLADA BUSQUETS;05/11/2017;11:45;Poliesportiu Cotxeres BorbÓ;Jornada 7;NACIONAL CATALANA 2017-18;01. Nacional Catalana 2017-2018
Olimpic Argentona Juvenil;2 - 2;Sagrerenc C.E. Juvenil B;RICARD MARQUEZ SIMONI;05/11/2017;12:00;Pavelló Municipal d' Argentona;Jornada 4;"Juvenil ""A""";07. Juvenil
"F.S. Esclop Infantil ""B""";2 - 3;"Escola de Futsal Grèvol Infantil ""A""";DAVID GUILLÉN CUELLAR;05/11/2017;12:00;Col·legi Públic Gaudí- Carrer d'Ordesa- Sabadell- Espanya;Jornada 4;"Infantil ""A""";09. Infantil
"Olímpic Argentona ""B""";3 - 0;Futbolmania F.S.;JORDI GAITX PLA;05/11/2017;12:00;Pavelló Municipal d' Argentona;Jornada 7;2a. Territorial A;04. 2ª Territorial 2017-2018
A.E. Les Botigues De Sitges;3 - 1;Albelda Futsal;JOEL JIMENEZ RODRIGUEZ- MARIANO BURGOS BONAVENTURA- SERGIO AGUILAR MIRANDA;05/11/2017;12:00;Poliesportiu De Pins Vens;Jornada 7;PRIMERA NACIONAL 2017-18;02. Primera Nacional 2017-2018
"Athletic Arrahona - Can Jonqueres ""A""";3 - 7;C.D Esmeralda Procell F.s.;ANOUAR BOURROUHOU- OMAR DOUAS BERROHOUY;05/11/2017;12:15;Pavellò Municipal d'esports Carrer sol i padris a Sabadell;Jornada 7;1a Territorial A;03. 1a Territorial 2017-2018
Futsal Dante;3 - 7;Padre Damian Sagrados Corazones;ADRIA VENTEO GONZÁLEZ- ISMAEL CHAMERO RIVERO- SAMUEL SERRANO MATA;05/11/2017;13:15;Parc Creueta del Coll- Passeig de la Mare de Déu del Coll- Barcelona- Espanya;Jornada 7;NACIONAL CATALANA 2017-18;01. Nacional Catalana 2017-2018
Bar Passadis Dynamo Cervera F.s.;2 - 6;Oli Les Cabanes Juncosa F.S.;FRANCISCO JUAN INGLES PAREJA- JUAN JOSE GONZALEZ PAVON;05/11/2017;15:30;PavellÓ Municipal De Cervera;Jornada 5;1a Territorial D;03. 1a Territorial 2017-2018
Betis Catalunya F.S. B;4 - 0;"Orange Futsal Castellbisbal ""B""";DOMENEC FOLGUERA AMPUDANES;05/11/2017;16:00;AE Bon Pastor- Carrer de la Costa Daurada- Barcelona- Espanya;Jornada 7;2a. Territorial A;04. 2ª Territorial 2017-2018
"F.s. Hostalriquenc ""B""";5 - 9;Futsal Maçanet;GABINO FERNÁNDEZ SEGURA- MIREIA SANGUINO CASTRO;05/11/2017;16:15;Pavelló Municipal d' Hostalric;Jornada 5;2a. Territorial C;04. 2ª Territorial 2017-2018
Athletic Torre Roja Cadet;4 - 8;C.E.F.S. Granollers Cadet;JOSE MANUEL GÜISADO PLIBERSCHNIG;05/11/2017;16:30;Avinguda dels Germans Gabrielistes- 16- Viladecans- Espanya;Jornada 4;"Cadet ""B""";08. Cadet
Montsant Sala 5 Cadet;2 - 6;C.E. Maristes De Rubí Cadet;GABRIEL MORALES CAÑAS;05/11/2017;16:30;Institut Barcelona Congrés- Carrer del Baró d'Esponellà- Barcelona- Espanya;Jornada 4;"Cadet ""B""";08. Cadet
Montsant Sala 5 Juvenil;4 - 3;Futbol Sala Corbera Juvenil;GABRIEL MORALES CAÑAS;05/11/2017;17:30;Institut Barcelona Congrés- Carrer del Baró d'Esponellà- Barcelona- Espanya;Jornada 4;"Juvenil ""B""";07. Juvenil
CFS Ibers Santa Coloma;3 - 2;"Padre Damián Sagrados Corazones ""B""";CARLOS GÓMEZ GONZÁLEZ- MATILDE GOMEZ VIÑARAS;05/11/2017;17:30;Pavelló Esportiu de la Bastida Carrer de Prat de la Riba- s/n 08921 Santa Coloma de Gramenet Barcelona;Jornada 7;1a Territorial B;03. 1a Territorial 2017-2018
Futbol Sala Femeni Lloret de Mar;0 - 10;C.E. Orange Papiol Femení;DANIEL MORENO LEON- FERRAN RUIZ MEDINA;05/11/2017;18:00;Poliesportiu El MolÍ;Jornada 5;Nacional Femenina A;05. Nacional Femenina
F.S. Llinars Atletic Benjamí;4 - 4;F.S. Esclop Benjamí;JOSEP GONZALEZ GARCIA;11/11/2017;09:00;Pavelló annex de Llinars del Vallès - Av. Pau Casals- 22-24- 08450 Llinars del Vallès- Barcelona;Jornada 5;"Benjami ""A""";11. Benjamí
FS Vinaixa Femeni;5 - 1;Ivars d'Urgell F.S.F.;FRANCISCO JUAN INGLES PAREJA;11/11/2017;09:45;Ctra. de Lleida s/n 25440 Vinaixa;Jornada 6;Nacional Femenina B;05. Nacional Femenina
Betania F.S.Juvenil;3 - 2;Montsant Sala 5 Juvenil;GABRIEL MORALES CAÑAS;11/11/2017;10:00;Trinitat Vella Centre Esportiu Municipal;Jornada 5;"Juvenil ""B""";07. Juvenil
Betània Patmos Barcelona Cadet;10 - 2;E.P. Badalona Centre Cadet;LAURA PUCHE BARRANQUERO;11/11/2017;10:00;Escola Betània Patmos Av. Mare de Déu de Lorda- 2-16- 08034 Barcelona;Jornada 5;"Cadet ""B""";08. Cadet
F.S Union La Salut Badalona A;3 - 3;CFS Sagrada Familia;MARIANO BURGOS BONAVENTURA- NICOLAS ANDRES VALBUENA TORRES;11/11/2017;10:00;CEM Besòs Ronda Sant Ramon de Penyafort s/n 08930 SAnt Adrià de Besòs;Jornada 8;1a Territorial B;03. 1a Territorial 2017-2018
F.S. Llinars Benjamí;1 - 2;F.S. Telic Group Bigues i Riells Benjamí;JOSEP GONZALEZ GARCIA;11/11/2017;10:15;Pavelló annex de Llinars del Vallès - Av. Pau Casals- 22-24- 08450 Llinars del Vallès- Barcelona;Jornada 5;"Benjami ""A""";11. Benjamí
A.E. Moià Infantil;5 - 4;Olímpic Argentona Infantil;JORDI GAITX PLA;11/11/2017;10:30;Pavelló Municipal d'Esports- Moià- Espanya;Jornada 5;"Infantil ""B""";09. Infantil
"Escola de Futsal Grèvol Cadet ""A""";14 - 3;Athletic Torre Roja Cadet;ALBERT GONZALEZ GARCIA;11/11/2017;10:45;Pavelló Grèvol- Carrer Provençals- 9 Barcelona;Jornada 5;"Cadet ""B""";08. Cadet
Betània Patmos Barcelona Juvenil C;8 - 2;C.E. Maristes De Rubí Juvenil;LAURA PUCHE BARRANQUERO;11/11/2017;11:00;Pavelló Universitat de Barcelona- Avinguda Diagonal 695-701 Barcelona;Jornada 5;"Juvenil ""B""";07. Juvenil
"F.S. Esclop Juvenil ""B""";1 - 4;Escola de Futsal Grèvol Juvenil;JOSE RIZO GOMEZ;11/11/2017;11:00;Col·legi Públic Gaudí- Carrer d'Ordesa- Sabadell- Espanya;Jornada 5;"Juvenil ""B""";07. Juvenil
C.F.S. La Garriga Pre-benjamí;3 - 5;Sagrerenc C.E. Pre-benjamí;HERMAN TORTA RECHE;11/11/2017;11:00;Carrer Mil·lenari de Catalunya- La Garriga- España;Jornada 5;Pre-benjami A;12. Pre-benjami
F.S. Llinars Atletic Aleví;1 - 12;C.E. Maristes De Rubí Aleví B;JOSEP GONZALEZ GARCIA;11/11/2017;11:30;Pavelló annex de Llinars del Vallès - Av. Pau Casals- 22-24- 08450 Llinars del Vallès- Barcelona;Jornada 5;"Aleví ""A""";10. Aleví
A.E. Centelles Aleví;1 - 1;F.S. Esclop Aleví;RICARD MARQUEZ SIMONI;11/11/2017;11:30;Pavello Mpal de Centelles;Jornada 5;"Aleví ""A""";10. Aleví
Betània Patmos Barcelona Juvenil B;2 - 2;C.E. Gadex Juvenil;DOMENEC FOLGUERA AMPUDANES;11/11/2017;12:00;Escola Betània Patmos Av. Mare de Déu de Lorda- 2-16- 08034 Barcelona;Jornada 5;"Juvenil ""A""";07. Juvenil
F.S. Union Llagostense Mecman Cadet;0 - 2;A.E. Sallent Cadet;MARC GUINOVART PLANA;11/11/2017;12:00;Complex esportiu municipal El Turó- Carrer de Joaquim Blume- La Llagosta- Espanya;Jornada 5;"Cadet ""A""";08. Cadet
"Escola Pia Santa Anna Mataró Infantil ""A""";2 - 6;"Escola de Futsal Grèvol Infantil ""A""";ANTONIO RUIZ MANCHON;11/11/2017;12:00;Escola Pia Santa Anna Mataró- Carrer de Sant Agustí- Mataró- Espanya;Jornada 5;"Infantil ""A""";09. Infantil
"F.S. Esclop Infantil ""A""";10 - 1;"Escola Pia Santa Anna Mataró Infantil ""B""";JOSE RIZO GOMEZ;11/11/2017;12:00;Col·legi Públic Gaudí- Carrer d'Ordesa- Sabadell- Espanya;Jornada 5;"Infantil ""B""";09. Infantil
C.F.S. Alcalà Prat - Bar La Terraza Infantil;14 - 2;F.S. Llinars Infantil;MARI CARMEN DELGADO MORALES;11/11/2017;12:00;CEM SAGNIER- EL Prat de Llobregat- C/Federica Montseny s/n;Jornada 5;"Infantil ""B""";09. Infantil
Escola de Futsal Grèvol Benjamí;12 - 3;"Olimpic Argentona Benjamí ""A""";ALBERT GONZALEZ GARCIA;11/11/2017;12:00;Pavelló Grèvol- Carrer Provençals- 9 Barcelona;Jornada 5;"Benjami ""A""";11. Benjamí
A.E. Sallent Infantil;4 - 0;E.P. Badalona Centre Infantil;LAUREANO PILAR VILLALBA;11/11/2017;12:15;Pavelló D'esports Agustín Rueda de Sallent- C/verge del Pilar s/n;Jornada 5;"Infantil ""A""";09. Infantil
F.S. Llinars Aleví;0 - 3;"Olimpic Argentona Aleví ""B""";JOSEP GONZALEZ GARCIA;11/11/2017;12:45;Pavelló annex de Llinars del Vallès - Av. Pau Casals- 22-24- 08450 Llinars del Vallès- Barcelona;Jornada 5;"Aleví ""A""";10. Aleví
"Padre Damián Sagrados Corazones ""C""";3 - 0;A.E. Tiana B;HERMAN TORTA RECHE;11/11/2017;13:00;Poliesportiu Padre Damián Sagrados Corazones;Jornada 8;2a. Territorial A;04. 2ª Territorial 2017-2018
"Escola de Futsal Grèvol Infantil ""B""";11 - 0;Sagrerenc C.E.Infantil;ALBERT GONZALEZ GARCIA;11/11/2017;13:15;Pavelló Grèvol- Carrer Provençals- 9 Barcelona;Jornada 5;"Infantil ""A""";09. Infantil
A.E. Sallent Aleví;11 - 2;Sagrerenc C.E. Aleví;LAUREANO PILAR VILLALBA;11/11/2017;13:30;Pavelló D'esports Agustín Rueda de Sallent- C/verge del Pilar s/n;Jornada 5;"Aleví ""A""";10. Aleví
"F.S. Telic Group Bigues i Riells Juvenil ""A""";3 - 5;Olimpic Argentona Juvenil;JORDI GAITX PLA;11/11/2017;14:00;Pavellon Can Badell- Avinguda Prat de la Riba- Bigues i Riells- Espanya;Jornada 5;"Juvenil ""A""";07. Juvenil
Futsal Cassà;0 - 2;CEFS Begur;KEVIN ORTIZ MONGE- MIGUEL ANGEL MONGE PEREZ;11/11/2017;15:30;PavellÓ Tres Pistes;Jornada 6;2a. Territorial C;04. 2ª Territorial 2017-2018
Oli Les Cabanes Juncosa F.S. Femení;5 - 2;E.F.S. Alta Segarra Femení;OSCAR CRUZ OSUNA;11/11/2017;15:30;Poliesportiu Municipal Juncosa;Jornada 6;Nacional Femenina B;05. Nacional Femenina
Futbol Sala Femení Vila-Sana;2 - 1;Jovents Balaguer;LLUIS GONZALEZ BEAS;11/11/2017;15:30;Poliestportiu Vila-sana;Jornada 6;Nacional Femenina B;05. Nacional Femenina
Banús Futsal Juvenil Nacional;6 - 2;E.F.S. Alta Segarra Juvenil Nacional;FRAN TIRADO BARRERA- JONATHAN GALVIS ARANGO;11/11/2017;16:00;Pavelló Fundación Valldor 7;Jornada 4;Juvenil Nacional;06. Juvenil Nacional
"F.S. Esclop Juvenil ""A""";3 - 5;A.E. Moià Juvenil;MARC GUINOVART PLANA;11/11/2017;16:00;Escola Torreguitart Carrer de Vallirana- 14- 08207 Sabadell- Barcelona;Jornada 5;"Juvenil ""A""";07. Juvenil
Futbol Sala Corbera Juvenil;2 - 4;C.F.S. La Garriga Juvenil A;JOAN RAMON BERNARDO MAÑÉ;11/11/2017;16:00;Pabellón Municipal de Deportes- C/Josep Tarradellas- 08757 Corbera de Llobregat;Jornada 5;"Juvenil ""B""";07. Juvenil
C.E.F.S. Granollers Cadet;9 - 1;Montsant Sala 5 Cadet;ISMAEL CHAMERO RIVERO;11/11/2017;16:00;PavellÓ Municipal De Can Bassa;Jornada 5;"Cadet ""B""";08. Cadet
Palafrugell Futbol Sala;5 - 0;F.s. Porqueres B;;11/11/2017;16:00;Pavello Poliesportiu d'esports de Palafrugell- Avinguda de les Corts Catalanes- Palafrugell- Espanya;Jornada 6;1ª Territorial C;03. 1a Territorial 2017-2018
Alcarràs - Fraga Futsal;2 - 3;Celler de l' Arnau;HAFID AIKAR EL MIRI;11/11/2017;16:00;Pavelló Municipal Andreu Aixala;Jornada 6;Nacional Femenina B;05. Nacional Femenina
C.D Esmeralda Procell F.s.;2 - 3;*RETIRAT* A.E.F.S. Montgat B;HERMAN TORTA RECHE- SANDRA GARRIS CUBA;11/11/2017;16:00;Poliesportiu de Canyamars CamÍ del Forn- 10- 08318 Dosrius- Barcelona;Jornada 8;1a Territorial A;03. 1a Territorial 2017-2018
A.E. Les Botigues De Sitges;4 - 3;"Gelida Industrial F.S.C. ""A""";ADNAN BOURROUHOU BOUZID- ANOUAR BOURROUHOU- JOEL JIMENEZ RODRIGUEZ;11/11/2017;16:00;Poliesportiu De Pins Vens;Jornada 8;PRIMERA NACIONAL 2017-18;02. Primera Nacional 2017-2018
Sagrerenc C.E. Juvenil B;4 - 2;A.E. Sallent Juvenil;GABRIEL MORALES CAÑAS;11/11/2017;16:30;Poliesportiu Municipal La Sagrera - C/Honduras- 2 Barcelona;Jornada 5;"Juvenil ""A""";07. Juvenil
F.S. Llinars Cadet;3 - 2;C.f.s. Alcalà Prat - Bar La Terraza Cadet;ISMAEL BENKHAJOU BAKKALI;11/11/2017;16:30;Pavelló annex de Llinars del Vallès - Av. Pau Casals- 22-24- 08450 Llinars del Vallès- Barcelona;Jornada 5;"Cadet ""A""";08. Cadet
"Padre Damián Sagrados Corazones ""B""";2 - 1;A.C.E. Sansur B;JOSE MANUEL GÜISADO PLIBERSCHNIG- MARC TALLADA BUSQUETS;11/11/2017;16:30;Poliesportiu Padre Damián Sagrados Corazones;Jornada 8;1a Territorial B;03. 1a Territorial 2017-2018
F.S. Hostalriquenc;7 - 4;Joves de Vidreres C.F.S.;FRANCESC ALBARRAN PIZARRO- SERGI ALBARRAN RINCON;11/11/2017;17:00;Pavelló Municipal d' Hostalric;Jornada 6;1ª Territorial C;03. 1a Territorial 2017-2018
Club Futbol Sala Guíxols;2 - 5;Atlètic Vidreres;DANIEL MORENO LEON- FERRAN RUIZ MEDINA;11/11/2017;17:00;Pavelló Municipal d'esports Carles Nadal i Cosp;Jornada 6;1ª Territorial C;03. 1a Territorial 2017-2018
E.F.S. Ripoll B Sant Pau de Segúries;10 - 7;"F.s. Hostalriquenc ""B""";DOMENEC FOLGUERA AMPUDANES- ELVIA ELOISA CARDENAS RAMOS;11/11/2017;17:00;Plaça de l'Era- Sant Pau de Segúries- España Poliesportiu municipal;Jornada 6;2a. Territorial C;04. 2ª Territorial 2017-2018
Atlètic Sant Boi;2 - 3;Betis Catalunya F.S. B;LAUREANO PILAR VILLALBA;11/11/2017;17:00;Escola Pública Josep Maria Ciurana- Carrer Manuel de Falla- Sant Boi de Llobregat- Espanya;Jornada 8;2a. Territorial A;04. 2ª Territorial 2017-2018
C.E. Orange Papiol;1 - 0;*RETIRAT* C.C.A. Plaza Macael;JOSE RIZO GOMEZ- MARI CARMEN DELGADO MORALES- MARIANO BENITO HERRERO;11/11/2017;17:00;PavellÓ Poliesportiu Municipal El Papiol;Jornada 8;PRIMERA NACIONAL 2017-18;02. Primera Nacional 2017-2018
A.C. Coloso Juvenil Nacional;4 - 3;Sagrerenc C.E. Juvenil Nacional A;BRANDON ARROYO TIRADO- JUAN MANUEL MOÑINO BLASCO;11/11/2017;17:30;Zona Esportiva La Mina- Carrer d'Aristides Maillol- San Adrián del Besós- España;Jornada 4;Juvenil Nacional;06. Juvenil Nacional
F.S. Unión Llagostense MecMan;8 - 2;Futsal Dante;JORDI GAITX PLA- OSCAR KEVIN GUTIERREZ GUTIERREZ- RICARD MARQUEZ SIMONI;11/11/2017;17:30;Complex esportiu municipal El Turó- Carrer de Joaquim Blume- La Llagosta- Espanya;Jornada 8;NACIONAL CATALANA 2017-18;01. Nacional Catalana 2017-2018
F.S. Llinars Juvenil;10 - 0;A.E. Tiana Juvenil;ISMAEL BENKHAJOU BAKKALI;11/11/2017;17:45;Pavelló annex de Llinars del Vallès - Av. Pau Casals- 22-24- 08450 Llinars del Vallès- Barcelona;Jornada 5;"Juvenil ""A""";07. Juvenil
C.C.A. Plaza Macael Juvenil;4 - 0;"F.S. Tèlic Group Bigues i Riells Juvenil ""B""";MARIANO BURGOS BONAVENTURA;11/11/2017;18:00;Polideportivo Can Vidalet- Esplugues de Llobregat- Espanya;Jornada 5;"Juvenil ""B""";07. Juvenil
Futsal Cadaqués;6 - 4;F.S. Caldes De Malavella;GABINO FERNÁNDEZ SEGURA- LLUIS SANCHEZ GARCIA;11/11/2017;18:00;Pavelló Municipal de Cadaqués- Cadaqués- Espanya;Jornada 6;1ª Territorial C;03. 1a Territorial 2017-2018
F.S Fontcoberta;6 - 3;Ca La Guidó Futsal;KEVIN ORTIZ MONGE- MIGUEL ANGEL MONGE PEREZ;11/11/2017;18:00;Pavelló Municipal de Fontcoberta Avinguda de la Pedrera- 17833 Fontcoberta- Girona;Jornada 6;1ª Territorial C;03. 1a Territorial 2017-2018
C.E.F.S. Fonollosa;7 - 0;F.S.R. Massoteres - Sant Guim de la Plana;GERMAN MARTIN FERNANDEZ;11/11/2017;18:00;Pista Poliesportiva de Fonollosa- C/ Mestre Angela Torres- 08259 Fonollosa;Jornada 6;2a Territorial D;04. 2ª Territorial 2017-2018
Sagrerenc C.E. A;2 - 0;Betània Patmos Barcelona;GABRIEL MORALES CAÑAS- JOAN RAMON BERNARDO MAÑÉ- MATILDE GOMEZ VIÑARAS;11/11/2017;18:00;Poliesportiu Municipal La Sagrera - C/Honduras- 2 Barcelona;Jornada 8;NACIONAL CATALANA 2017-18;01. Nacional Catalana 2017-2018
C.E.F.S. Granollers C;3 - 4;CFS Ibers Santa Coloma;HERMAN TORTA RECHE- ISMAEL CHAMERO RIVERO;11/11/2017;18:00;PavellÓ Municipal De Can Bassa;Jornada 8;1a Territorial B;03. 1a Territorial 2017-2018
Albelda Futsal;4 - 5;F.S. Tèlic Group Bigues i Riells;DAVID MACARULLA CASTAÑEDA- FRANCISCO JUAN INGLES PAREJA- JUAN JOSE GONZALEZ PAVON;11/11/2017;18:00;Poliesportiu Municipal Tamarite de Litera- Camino Piscinas- 6 - Tamarite de Litera;Jornada 8;PRIMERA NACIONAL 2017-18;02. Primera Nacional 2017-2018
AE Empenta - El Pilar Juvenil Nacional;2 - 3;Teià F5 Juvenil Nacional;LAUREANO PILAR VILLALBA- SANDRA GARRIS CUBA;11/11/2017;19:00;Pista Poliesportiva Voramar;Jornada 4;Juvenil Nacional;06. Juvenil Nacional
"Orange Futsal Castellbisbal ""B"" - Nacional Femenina";9 - 2;Futbol Sala Femeni Lloret de Mar;ADNAN BOURROUHOU BOUZID- ANOUAR BOURROUHOU;11/11/2017;19:00;PavellÓ Poliesportiu Municipal El Papiol;Jornada 6;Nacional Femenina A;05. Nacional Femenina
A.C.E. Sansur;8 - 0;"Montsant Sala 5 ""A""";JOSEP GONZALEZ GARCIA- MARC GUINOVART PLANA- ROGER TORRENT ARNAU;11/11/2017;19:00;Poliesportiu Espanya Industrial;Jornada 8;NACIONAL CATALANA 2017-18;01. Nacional Catalana 2017-2018
F.s. Unión Llagostense MecMan B;1 - 8;A.E.F.S. Montgat;JORDI GAITX PLA- OSCAR KEVIN GUTIERREZ GUTIERREZ- RICARD MARQUEZ SIMONI;11/11/2017;19:00;Complex esportiu municipal El Turó- Carrer de Joaquim Blume- La Llagosta- Espanya;Jornada 8;PRIMERA NACIONAL 2017-18;02. Primera Nacional 2017-2018
Vilobí F.S.;4 - 3;Mestre D Aixa U.a. Tossa;DANIEL MORENO LEON- FERRAN RUIZ MEDINA;11/11/2017;19:30;Pavelló Municipal de Vilobí d'Onyar- Vilobí d'Onyar- España;Jornada 6;2a. Territorial C;04. 2ª Territorial 2017-2018
Club futbol sala Santa Cristina;4 - 0;Atlètic Vidreres B;FRANCESC CARNICAS LOPEZ- JOAQUIM BRUGUES TURRO;11/11/2017;19:30;Pavello d'Esports de Santa Cristina d'Aro- Pont d ela Font del Rei s/n- 17246 Santa Cristina d'Aro;Jornada 6;2a. Territorial C;04. 2ª Territorial 2017-2018
Futsal Bellmunt;2 - 3;C.F.S. Ponts;HAFID AIKAR EL MIRI;11/11/2017;19:30;Pavelló Poliesportiu Bellmunt;Jornada 6;2a Territorial D;04. 2ª Territorial 2017-2018
E.F.S. Alta Segarra;3 - 4;F.s. Borges;ELI GASCÓN PEREIRO- GERMAN MARTIN FERNANDEZ- OSCAR CRUZ OSUNA;11/11/2017;19:30;Pavelló Municipal De Calaf;Jornada 8;NACIONAL CATALANA 2017-18;01. Nacional Catalana 2017-2018
Betània Patmos Barcelona B;4 - 2;F.S. Racing Llavaneres;JOSE MANUEL GÜISADO PLIBERSCHNIG- MARC TALLADA BUSQUETS;11/11/2017;19:30;Pavelló Universitat de Barcelona- Avinguda Diagonal 695-701 Barcelona;Jornada 8;1a Territorial A;03. 1a Territorial 2017-2018
C.e. Gadex;2 - 2;Olímpic Argentona;FRAN TIRADO BARRERA- JONATHAN GALVIS ARANGO;11/11/2017;19:30;Pavellò Municipal d'esports Carrer sol i padris a Sabadell;Jornada 8;1a Territorial A;03. 1a Territorial 2017-2018
C.C.A. Plaza Macael B;0 - 2;F.S. La Salut;JOEL JIMENEZ RODRIGUEZ- MARIANO BURGOS BONAVENTURA;11/11/2017;19:30;Polideportivo Can Vidalet- Esplugues de Llobregat- Espanya;Jornada 8;1a Territorial B;03. 1a Territorial 2017-2018
"Club Futsal Alcarràs ""B""";0 - 8;F.C. Ivars De Noguera;LLUIS GONZALEZ BEAS- MATILDE GOMEZ VIÑARAS;11/11/2017;20:00;Pavelló Municipal Andreu Aixala;Jornada 6;1a Territorial D;03. 1a Territorial 2017-2018
F.S. Begues;4 - 2;C.F.S. Lliça De Vall;DAVID GALLARDO BARÓ- DAVID VALIENTE MARTIN- MARCO ANTONIO GALLARDO BARÓ;11/11/2017;20:00;Pavello Jaume Viñas Pi Club de Futbol Begues Carrer dels Esports- s/n 08859 Begues;Jornada 8;PRIMERA NACIONAL 2017-18;02. Primera Nacional 2017-2018
Jesuïtes Clot Juvenil Nacional;4 - 6;Betània Patmos Barcelona Juvenil Nacional;ADRIA VENTEO GONZÁLEZ- JOSE RIZO GOMEZ;11/11/2017;20:45;Pista Poliesportiva Clot De La Mel;Jornada 4;Juvenil Nacional;06. Juvenil Nacional
"Orange Futsal Castellbisbal ""B""";2 - 4;C.E.S. Sabadell;DAVID GUILLÉN CUELLAR;12/11/2017;10:00;PavellÓ Poliesportiu Municipal El Papiol;Jornada 8;2a. Territorial A;04. 2ª Territorial 2017-2018
Olímpic Argentona Cadet;6 - 1;"Futbol Sala Corbera Cadet ""A""";ANTONIO RUIZ MANCHON;12/11/2017;11:00;Pavelló Municipal d' Argentona;Jornada 5;"Cadet ""A""";08. Cadet
C.E. Maristes De Rubí Aleví A;11 - 6;A.E. Moià Aleví;OMAR DOUAS BERROHOUY;12/11/2017;11:00;Pavello Maristes de Rubi- magallanes 65 Rubi;Jornada 5;"Aleví ""A""";10. Aleví
Betis Catalunya F.S.;6 - 1;Sants Atletic F.S.;DAVID GALLARDO BARÓ- MARCO ANTONIO GALLARDO BARÓ;12/11/2017;11:15;Poliesportiu Bon Pastor;Jornada 8;1a Territorial B;03. 1a Territorial 2017-2018
C.F.S. La Garriga Aleví;7 - 1;"Olimpic Argentona Aleví ""A""";MIQUEL VILASECA BARRUGET;12/11/2017;11:30;Poliesportiu Can Noguera;Jornada 5;"Aleví ""A""";10. Aleví
"F.S. Union Llagostense Mecman Infantil ""B""";9 - 2;"Escola Pia Santa Anna Mataró Infantil ""C""";RICARD MARQUEZ SIMONI;12/11/2017;12:00;Complex esportiu municipal El Turó- Carrer de Joaquim Blume- La Llagosta- Espanya;Jornada 5;"Infantil ""B""";09. Infantil
"Pony´s Futbol Sala ""A""";3 - 6;Teià Futbol Cinc femení;BRANDON ARROYO TIRADO- GABRIEL MORALES CAÑAS;12/11/2017;12:00;Poliesportiu Estacio Del Nord;Jornada 6;Nacional Femenina A;05. Nacional Femenina
C.E.F.S. Granollers B;3 - 3;C.E. Maristes De Rubí;DAVID VALIENTE MARTIN- HERMAN TORTA RECHE;12/11/2017;12:00;Pavello Municipal El Parquet carrer lluis companys- 10 08401 granollers;Jornada 8;1a Territorial A;03. 1a Territorial 2017-2018
Futbol Sala Colomense;2 - 0;Atletic Arrahona B;JOAN GIBERT REY;12/11/2017;12:00;Pavelló Esportiu de la Bastida Carrer de Prat de la Riba- s/n 08921 Santa Coloma de Gramenet Barcelona;Jornada 8;2a. Territorial A;04. 2ª Territorial 2017-2018
C.F.S. La Garriga;5 - 2;Escola Pia Santa Anna Mataró B;DOMENEC FOLGUERA AMPUDANES- ELVIA ELOISA CARDENAS RAMOS;12/11/2017;12:30;Poliesportiu Can Noguera;Jornada 8;1a Territorial A;03. 1a Territorial 2017-2018
F.S Union La Salut Badalona B;14 - 4;C.e. Gadex B;MARIANO BURGOS BONAVENTURA;12/11/2017;12:30;Polideportivo Municipal Llefia;Jornada 8;2a. Territorial A;04. 2ª Territorial 2017-2018
